Date,Time_LST_LDT,Height_m
10/2/2023,13:24,1.63068
10/2/2023,13:30,1.6002
10/2/2023,13:36,1.572768
10/2/2023,13:42,1.530096
10/2/2023,13:48,1.487424
10/2/2023,13:54,1.4478
10/2/2023,14:00,1.408176
10/2/2023,14:06,1.380744
10/2/2023,14:12,1.344168
10/2/2023,14:18,1.301496
10/2/2023,14:24,1.24968
10/2/2023,14:30,1.207008
10/2/2023,14:36,1.167384
10/2/2023,14:42,1.130808
10/2/2023,14:48,1.088136
10/2/2023,14:54,1.042416
10/2/2023,15:00,0.999744
10/2/2023,15:06,0.97536
10/2/2023,15:12,0.94488
10/2/2023,15:18,0.902208
10/2/2023,15:24,0.865632
10/2/2023,15:30,0.813816
10/2/2023,15:36,0.768096
10/2/2023,15:42,0.71628
10/2/2023,15:48,0.676656
10/2/2023,15:54,0.62484
10/2/2023,16:00,0.597408
10/2/2023,16:06,0.569976
10/2/2023,16:12,0.54864
10/2/2023,16:18,0.524256
10/2/2023,16:24,0.509016
10/2/2023,16:30,0.481584
10/2/2023,16:36,0.445008
10/2/2023,16:42,0.417576
10/2/2023,16:48,0.381
10/2/2023,16:54,0.338328
10/2/2023,17:00,0.3048
10/2/2023,17:06,0.292608
10/2/2023,17:12,0.265176
10/2/2023,17:18,0.252984
10/2/2023,17:24,0.24384
10/2/2023,17:30,0.231648
10/2/2023,17:36,0.207264
10/2/2023,17:42,0.185928
10/2/2023,17:48,0.16764
10/2/2023,17:54,0.161544
10/2/2023,18:00,0.158496
10/2/2023,18:06,0.149352
10/2/2023,18:12,0.1524
10/2/2023,18:18,0.158496
10/2/2023,18:24,0.161544
10/2/2023,18:30,0.155448
10/2/2023,18:36,0.149352
10/2/2023,18:42,0.13716
10/2/2023,18:48,0.13716
10/2/2023,18:54,0.143256
10/2/2023,19:00,0.158496
10/2/2023,19:06,0.173736
10/2/2023,19:12,0.179832
10/2/2023,19:18,0.19812
10/2/2023,19:24,0.210312
10/2/2023,19:30,0.222504
10/2/2023,19:36,0.2286
10/2/2023,19:42,0.249936
10/2/2023,19:48,0.262128
10/2/2023,19:54,0.280416
10/2/2023,20:00,0.28956
10/2/2023,20:06,0.310896
10/2/2023,20:12,0.326136
10/2/2023,20:18,0.35052
10/2/2023,20:24,0.377952
10/2/2023,20:30,0.414528
10/2/2023,20:36,0.448056
10/2/2023,20:42,0.481584
10/2/2023,20:48,0.51816
10/2/2023,20:54,0.539496
10/2/2023,21:00,0.560832
10/2/2023,21:06,0.582168
10/2/2023,21:12,0.612648
10/2/2023,21:18,0.637032
10/2/2023,21:24,0.661416
10/2/2023,21:30,0.673608
10/2/2023,21:36,0.707136
10/2/2023,21:42,0.749808
10/2/2023,21:48,0.786384
10/2/2023,21:54,0.804672
10/2/2023,22:00,0.832104
10/2/2023,22:06,0.85344
10/2/2023,22:12,0.880872
10/2/2023,22:18,0.896112
10/2/2023,22:24,0.9144
10/2/2023,22:30,0.92964
10/2/2023,22:36,0.96012
10/2/2023,22:42,0.993648
10/2/2023,22:48,1.024128
10/2/2023,22:54,1.054608
10/2/2023,23:00,1.078992
10/2/2023,23:06,1.09728
10/2/2023,23:12,1.121664
10/2/2023,23:18,1.130808
10/2/2023,23:24,1.136904
10/2/2023,23:30,1.133856
10/2/2023,23:36,1.152144
10/2/2023,23:42,1.176528
10/2/2023,23:48,1.197864
10/2/2023,23:54,1.207008
10/3/2023,0:00,1.216152
10/3/2023,0:06,1.222248
10/3/2023,0:12,1.231392
10/3/2023,0:18,1.24968
10/3/2023,0:24,1.252728
10/3/2023,0:30,1.237488
10/3/2023,0:36,1.231392
10/3/2023,0:42,1.240536
10/3/2023,0:48,1.246632
10/3/2023,0:54,1.240536
10/3/2023,1:00,1.228344
10/3/2023,1:06,1.23444
10/3/2023,1:12,1.255776
10/3/2023,1:18,1.271016
10/3/2023,1:24,1.258824
10/3/2023,1:30,1.23444
10/3/2023,1:36,1.222248
10/3/2023,1:42,1.2192
10/3/2023,1:48,1.20396
10/3/2023,1:54,1.185672
10/3/2023,2:00,1.17348
10/3/2023,2:06,1.170432
10/3/2023,2:12,1.176528
10/3/2023,2:18,1.18872
10/3/2023,2:24,1.167384
10/3/2023,2:30,1.143
10/3/2023,2:36,1.115568
10/3/2023,2:42,1.094232
10/3/2023,2:48,1.072896
10/3/2023,2:54,1.05156
10/3/2023,3:00,1.030224
10/3/2023,3:06,1.018032
10/3/2023,3:12,1.014984
10/3/2023,3:18,1.011936
10/3/2023,3:24,1.008888
10/3/2023,3:30,1.002792
10/3/2023,3:36,0.984504
10/3/2023,3:42,0.957072
10/3/2023,3:48,0.941832
10/3/2023,3:54,0.935736
10/3/2023,4:00,0.92964
10/3/2023,4:06,0.92964
10/3/2023,4:12,0.932688
10/3/2023,4:18,0.932688
10/3/2023,4:24,0.932688
10/3/2023,4:30,0.9144
10/3/2023,4:36,0.890016
10/3/2023,4:42,0.871728
10/3/2023,4:48,0.862584
10/3/2023,4:54,0.847344
10/3/2023,5:00,0.835152
10/3/2023,5:06,0.8382
10/3/2023,5:12,0.829056
10/3/2023,5:18,0.819912
10/3/2023,5:24,0.835152
10/3/2023,5:30,0.832104
10/3/2023,5:36,0.826008
10/3/2023,5:42,0.841248
10/3/2023,5:48,0.850392
10/3/2023,5:54,0.856488
10/3/2023,6:00,0.847344
10/3/2023,6:06,0.856488
10/3/2023,6:12,0.856488
10/3/2023,6:18,0.865632
10/3/2023,6:24,0.871728
10/3/2023,6:30,0.880872
10/3/2023,6:36,0.890016
10/3/2023,6:42,0.902208
10/3/2023,6:48,0.923544
10/3/2023,6:54,0.938784
10/3/2023,7:00,0.96012
10/3/2023,7:06,0.969264
10/3/2023,7:12,0.978408
10/3/2023,7:18,0.993648
10/3/2023,7:24,1.02108
10/3/2023,7:30,1.042416
10/3/2023,7:36,1.0668
10/3/2023,7:42,1.078992
10/3/2023,7:48,1.091184
10/3/2023,7:54,1.100328
10/3/2023,8:00,1.12776
10/3/2023,8:06,1.161288
10/3/2023,8:12,1.194816
10/3/2023,8:18,1.216152
10/3/2023,8:24,1.246632
10/3/2023,8:30,1.277112
10/3/2023,8:36,1.304544
10/3/2023,8:42,1.31064
10/3/2023,8:48,1.328928
10/3/2023,8:54,1.35636
10/3/2023,9:00,1.40208
10/3/2023,9:06,1.435608
10/3/2023,9:12,1.466088
10/3/2023,9:18,1.490472
10/3/2023,9:24,1.514856
10/3/2023,9:30,1.533144
10/3/2023,9:36,1.548384
10/3/2023,9:42,1.563624
10/3/2023,9:48,1.581912
10/3/2023,9:54,1.621536
10/3/2023,10:00,1.66116
10/3/2023,10:06,1.688592
10/3/2023,10:12,1.703832
10/3/2023,10:18,1.719072
10/3/2023,10:24,1.73736
10/3/2023,10:30,1.755648
10/3/2023,10:36,1.770888
10/3/2023,10:42,1.780032
10/3/2023,10:48,1.792224
10/3/2023,10:54,1.810512
10/3/2023,11:00,1.831848
10/3/2023,11:06,1.834896
10/3/2023,11:12,1.84404
10/3/2023,11:18,1.862328
10/3/2023,11:24,1.88976
10/3/2023,11:30,1.908048
10/3/2023,11:36,1.914144
10/3/2023,11:42,1.911096
10/3/2023,11:48,1.895856
10/3/2023,11:54,1.88976
10/3/2023,12:00,1.880616
10/3/2023,12:06,1.868424
10/3/2023,12:12,1.883664
10/3/2023,12:18,1.905
10/3/2023,12:24,1.908048
10/3/2023,12:30,1.892808
10/3/2023,12:36,1.880616
10/3/2023,12:42,1.871472
10/3/2023,12:48,1.853184
10/3/2023,12:54,1.834896
10/3/2023,13:00,1.81356
10/3/2023,13:06,1.801368
10/3/2023,13:12,1.801368
10/3/2023,13:18,1.79832
10/3/2023,13:24,1.770888
10/3/2023,13:30,1.734312
10/3/2023,13:36,1.703832
10/3/2023,13:42,1.685544
10/3/2023,13:48,1.670304
10/3/2023,13:54,1.648968
10/3/2023,14:00,1.621536
10/3/2023,14:06,1.606296
10/3/2023,14:12,1.588008
10/3/2023,14:18,1.55448
10/3/2023,14:24,1.511808
10/3/2023,14:30,1.469136
10/3/2023,14:36,1.444752
10/3/2023,14:42,1.411224
10/3/2023,14:48,1.389888
10/3/2023,14:54,1.35636
10/3/2023,15:00,1.32588
10/3/2023,15:06,1.292352
10/3/2023,15:12,1.261872
10/3/2023,15:18,1.216152
10/3/2023,15:24,1.179576
10/3/2023,15:30,1.149096
10/3/2023,15:36,1.109472
10/3/2023,15:42,1.072896
10/3/2023,15:48,1.033272
10/3/2023,15:54,0.984504
10/3/2023,16:00,0.947928
10/3/2023,16:06,0.938784
10/3/2023,16:12,0.9144
10/3/2023,16:18,0.880872
10/3/2023,16:24,0.844296
10/3/2023,16:30,0.816864
10/3/2023,16:36,0.786384
10/3/2023,16:42,0.752856
10/3/2023,16:48,0.719328
10/3/2023,16:54,0.688848
10/3/2023,17:00,0.65532
10/3/2023,17:06,0.630936
10/3/2023,17:12,0.603504
10/3/2023,17:18,0.576072
10/3/2023,17:24,0.557784
10/3/2023,17:30,0.536448
10/3/2023,17:36,0.51816
10/3/2023,17:42,0.496824
10/3/2023,17:48,0.463296
10/3/2023,17:54,0.423672
10/3/2023,18:00,0.39624
10/3/2023,18:06,0.381
10/3/2023,18:12,0.356616
10/3/2023,18:18,0.332232
10/3/2023,18:24,0.323088
10/3/2023,18:30,0.329184
10/3/2023,18:36,0.329184
10/3/2023,18:42,0.326136
10/3/2023,18:48,0.313944
10/3/2023,18:54,0.295656
10/3/2023,19:00,0.27432
10/3/2023,19:06,0.265176
10/3/2023,19:12,0.25908
10/3/2023,19:18,0.262128
10/3/2023,19:24,0.268224
10/3/2023,19:30,0.277368
10/3/2023,19:36,0.283464
10/3/2023,19:42,0.298704
10/3/2023,19:48,0.3048
10/3/2023,19:54,0.292608
10/3/2023,20:00,0.277368
10/3/2023,20:06,0.262128
10/3/2023,20:12,0.277368
10/3/2023,20:18,0.280416
10/3/2023,20:24,0.277368
10/3/2023,20:30,0.280416
10/3/2023,20:36,0.301752
10/3/2023,20:42,0.32004
10/3/2023,20:48,0.347472
10/3/2023,20:54,0.36576
10/3/2023,21:00,0.384048
10/3/2023,21:06,0.39624
10/3/2023,21:12,0.408432
10/3/2023,21:18,0.42672
10/3/2023,21:24,0.432816
10/3/2023,21:30,0.44196
10/3/2023,21:36,0.4572
10/3/2023,21:42,0.493776
10/3/2023,21:48,0.524256
10/3/2023,21:54,0.566928
10/3/2023,22:00,0.597408
10/3/2023,22:06,0.612648
10/3/2023,22:12,0.615696
10/3/2023,22:18,0.618744
10/3/2023,22:24,0.615696
10/3/2023,22:30,0.621792
10/3/2023,22:36,0.643128
10/3/2023,22:42,0.67056
10/3/2023,22:48,0.707136
10/3/2023,22:54,0.740664
10/3/2023,23:00,0.77724
10/3/2023,23:06,0.798576
10/3/2023,23:12,0.80772
10/3/2023,23:18,0.80772
10/3/2023,23:24,0.813816
10/3/2023,23:30,0.816864
10/3/2023,23:36,0.835152
10/3/2023,23:42,0.856488
10/3/2023,23:48,0.896112
10/3/2023,23:54,0.926592
10/4/2023,0:00,0.954024
10/4/2023,0:06,0.972312
10/4/2023,0:12,0.981456
10/4/2023,0:18,0.984504
10/4/2023,0:24,0.978408
10/4/2023,0:30,0.984504
10/4/2023,0:36,0.999744
10/4/2023,0:42,1.024128
10/4/2023,0:48,1.057656
10/4/2023,0:54,1.088136
10/4/2023,1:00,1.100328
10/4/2023,1:06,1.109472
10/4/2023,1:12,1.124712
10/4/2023,1:18,1.130808
10/4/2023,1:24,1.121664
10/4/2023,1:30,1.109472
10/4/2023,1:36,1.106424
10/4/2023,1:42,1.115568
10/4/2023,1:48,1.12776
10/4/2023,1:54,1.149096
10/4/2023,2:00,1.15824
10/4/2023,2:06,1.15824
10/4/2023,2:12,1.155192
10/4/2023,2:18,1.155192
10/4/2023,2:24,1.146048
10/4/2023,2:30,1.133856
10/4/2023,2:36,1.121664
10/4/2023,2:42,1.118616
10/4/2023,2:48,1.121664
10/4/2023,2:54,1.124712
10/4/2023,3:00,1.130808
10/4/2023,3:06,1.136904
10/4/2023,3:12,1.139952
10/4/2023,3:18,1.130808
10/4/2023,3:24,1.124712
10/4/2023,3:30,1.11252
10/4/2023,3:36,1.09728
10/4/2023,3:42,1.091184
10/4/2023,3:48,1.088136
10/4/2023,3:54,1.088136
10/4/2023,4:00,1.091184
10/4/2023,4:06,1.091184
10/4/2023,4:12,1.091184
10/4/2023,4:18,1.091184
10/4/2023,4:24,1.094232
10/4/2023,4:30,1.085088
10/4/2023,4:36,1.063752
10/4/2023,4:42,1.054608
10/4/2023,4:48,1.039368
10/4/2023,4:54,1.03632
10/4/2023,5:00,1.045464
10/4/2023,5:06,1.054608
10/4/2023,5:12,1.048512
10/4/2023,5:18,1.05156
10/4/2023,5:24,1.024128
10/4/2023,5:30,1.018032
10/4/2023,5:36,1.00584
10/4/2023,5:42,0.993648
10/4/2023,5:48,0.999744
10/4/2023,5:54,1.002792
10/4/2023,6:00,1.024128
10/4/2023,6:06,1.033272
10/4/2023,6:12,1.042416
10/4/2023,6:18,1.03632
10/4/2023,6:24,1.024128
10/4/2023,6:30,1.02108
10/4/2023,6:36,1.02108
10/4/2023,6:42,1.008888
10/4/2023,6:48,0.999744
10/4/2023,6:54,1.018032
10/4/2023,7:00,1.042416
10/4/2023,7:06,1.069848
10/4/2023,7:12,1.078992
10/4/2023,7:18,1.078992
10/4/2023,7:24,1.075944
10/4/2023,7:30,1.078992
10/4/2023,7:36,1.091184
10/4/2023,7:42,1.106424
10/4/2023,7:48,1.115568
10/4/2023,7:54,1.133856
10/4/2023,8:00,1.161288
10/4/2023,8:06,1.185672
10/4/2023,8:12,1.182624
10/4/2023,8:18,1.176528
10/4/2023,8:24,1.185672
10/4/2023,8:30,1.200912
10/4/2023,8:36,1.216152
10/4/2023,8:42,1.240536
10/4/2023,8:48,1.24968
10/4/2023,8:54,1.252728
10/4/2023,9:00,1.26492
10/4/2023,9:06,1.292352
10/4/2023,9:12,1.298448
10/4/2023,9:18,1.313688
10/4/2023,9:24,1.338072
10/4/2023,9:30,1.365504
10/4/2023,9:36,1.38684
10/4/2023,9:42,1.411224
10/4/2023,9:48,1.423416
10/4/2023,9:54,1.429512
10/4/2023,10:00,1.441704
10/4/2023,10:06,1.46304
10/4/2023,10:12,1.484376
10/4/2023,10:18,1.514856
10/4/2023,10:24,1.545336
10/4/2023,10:30,1.563624
10/4/2023,10:36,1.572768
10/4/2023,10:42,1.58496
10/4/2023,10:48,1.597152
10/4/2023,10:54,1.603248
10/4/2023,11:00,1.606296
10/4/2023,11:06,1.61544
10/4/2023,11:12,1.648968
10/4/2023,11:18,1.679448
10/4/2023,11:24,1.694688
10/4/2023,11:30,1.700784
10/4/2023,11:36,1.70688
10/4/2023,11:42,1.716024
10/4/2023,11:48,1.725168
10/4/2023,11:54,1.725168
10/4/2023,12:00,1.719072
10/4/2023,12:06,1.725168
10/4/2023,12:12,1.73736
10/4/2023,12:18,1.746504
10/4/2023,12:24,1.746504
10/4/2023,12:30,1.740408
10/4/2023,12:36,1.740408
10/4/2023,12:42,1.764792
10/4/2023,12:48,1.76784
10/4/2023,12:54,1.761744
10/4/2023,13:00,1.761744
10/4/2023,13:06,1.755648
10/4/2023,13:12,1.749552
10/4/2023,13:18,1.734312
10/4/2023,13:24,1.72212
10/4/2023,13:30,1.716024
10/4/2023,13:36,1.719072
10/4/2023,13:42,1.725168
10/4/2023,13:48,1.709928
10/4/2023,13:54,1.700784
10/4/2023,14:00,1.700784
10/4/2023,14:06,1.694688
10/4/2023,14:12,1.664208
10/4/2023,14:18,1.639824
10/4/2023,14:24,1.612392
10/4/2023,14:30,1.594104
10/4/2023,14:36,1.578864
10/4/2023,14:42,1.557528
10/4/2023,14:48,1.533144
10/4/2023,14:54,1.530096
10/4/2023,15:00,1.520952
10/4/2023,15:06,1.514856
10/4/2023,15:12,1.484376
10/4/2023,15:18,1.453896
10/4/2023,15:24,1.411224
10/4/2023,15:30,1.38684
10/4/2023,15:36,1.359408
10/4/2023,15:42,1.328928
10/4/2023,15:48,1.292352
10/4/2023,15:54,1.274064
10/4/2023,16:00,1.261872
10/4/2023,16:06,1.243584
10/4/2023,16:12,1.222248
10/4/2023,16:18,1.194816
10/4/2023,16:24,1.17348
10/4/2023,16:30,1.152144
10/4/2023,16:36,1.12776
10/4/2023,16:42,1.094232
10/4/2023,16:48,1.057656
10/4/2023,16:54,1.024128
10/4/2023,17:00,0.987552
10/4/2023,17:06,0.96012
10/4/2023,17:12,0.92964
10/4/2023,17:18,0.902208
10/4/2023,17:24,0.886968
10/4/2023,17:30,0.877824
10/4/2023,17:36,0.865632
10/4/2023,17:42,0.82296
10/4/2023,17:48,0.786384
10/4/2023,17:54,0.755904
10/4/2023,18:00,0.725424
10/4/2023,18:06,0.70104
10/4/2023,18:12,0.67056
10/4/2023,18:18,0.667512
10/4/2023,18:24,0.658368
10/4/2023,18:30,0.643128
10/4/2023,18:36,0.615696
10/4/2023,18:42,0.585216
10/4/2023,18:48,0.554736
10/4/2023,18:54,0.521208
10/4/2023,19:00,0.50292
10/4/2023,19:06,0.484632
10/4/2023,19:12,0.481584
10/4/2023,19:18,0.466344
10/4/2023,19:24,0.460248
10/4/2023,19:30,0.448056
10/4/2023,19:36,0.438912
10/4/2023,19:42,0.408432
10/4/2023,19:48,0.39624
10/4/2023,19:54,0.39624
10/4/2023,20:00,0.405384
10/4/2023,20:06,0.387096
10/4/2023,20:12,0.36576
10/4/2023,20:18,0.347472
10/4/2023,20:24,0.344424
10/4/2023,20:30,0.338328
10/4/2023,20:36,0.33528
10/4/2023,20:42,0.33528
10/4/2023,20:48,0.338328
10/4/2023,20:54,0.344424
10/4/2023,21:00,0.353568
10/4/2023,21:06,0.353568
10/4/2023,21:12,0.341376
10/4/2023,21:18,0.329184
10/4/2023,21:24,0.329184
10/4/2023,21:30,0.347472
10/4/2023,21:36,0.368808
10/4/2023,21:42,0.374904
10/4/2023,21:48,0.377952
10/4/2023,21:54,0.390144
10/4/2023,22:00,0.39624
10/4/2023,22:06,0.399288
10/4/2023,22:12,0.39624
10/4/2023,22:18,0.405384
10/4/2023,22:24,0.423672
10/4/2023,22:30,0.44196
10/4/2023,22:36,0.454152
10/4/2023,22:42,0.463296
10/4/2023,22:48,0.469392
10/4/2023,22:54,0.484632
10/4/2023,23:00,0.496824
10/4/2023,23:06,0.51816
10/4/2023,23:12,0.5334
10/4/2023,23:18,0.557784
10/4/2023,23:24,0.573024
10/4/2023,23:30,0.585216
10/4/2023,23:36,0.57912
10/4/2023,23:42,0.585216
10/4/2023,23:48,0.600456
10/4/2023,23:54,0.62484
10/5/2023,0:00,0.643128
10/5/2023,0:06,0.667512
10/5/2023,0:12,0.679704
10/5/2023,0:18,0.697992
10/5/2023,0:24,0.713232
10/5/2023,0:30,0.722376
10/5/2023,0:36,0.722376
10/5/2023,0:42,0.73152
10/5/2023,0:48,0.752856
10/5/2023,0:54,0.786384
10/5/2023,1:00,0.813816
10/5/2023,1:06,0.832104
10/5/2023,1:12,0.841248
10/5/2023,1:18,0.856488
10/5/2023,1:24,0.86868
10/5/2023,1:30,0.877824
10/5/2023,1:36,0.890016
10/5/2023,1:42,0.89916
10/5/2023,1:48,0.920496
10/5/2023,1:54,0.932688
10/5/2023,2:00,0.947928
10/5/2023,2:06,0.954024
10/5/2023,2:12,0.96012
10/5/2023,2:18,0.966216
10/5/2023,2:24,0.97536
10/5/2023,2:30,0.993648
10/5/2023,2:36,1.018032
10/5/2023,2:42,1.030224
10/5/2023,2:48,1.045464
10/5/2023,2:54,1.045464
10/5/2023,3:00,1.042416
10/5/2023,3:06,1.03632
10/5/2023,3:12,1.05156
10/5/2023,3:18,1.060704
10/5/2023,3:24,1.072896
10/5/2023,3:30,1.078992
10/5/2023,3:36,1.09728
10/5/2023,3:42,1.106424
10/5/2023,3:48,1.106424
10/5/2023,3:54,1.09728
10/5/2023,4:00,1.094232
10/5/2023,4:06,1.094232
10/5/2023,4:12,1.109472
10/5/2023,4:18,1.121664
10/5/2023,4:24,1.130808
10/5/2023,4:30,1.124712
10/5/2023,4:36,1.146048
10/5/2023,4:42,1.143
10/5/2023,4:48,1.155192
10/5/2023,4:54,1.143
10/5/2023,5:00,1.149096
10/5/2023,5:06,1.130808
10/5/2023,5:12,1.136904
10/5/2023,5:18,1.146048
10/5/2023,5:24,1.149096
10/5/2023,5:30,1.133856
10/5/2023,5:36,1.130808
10/5/2023,5:42,1.130808
10/5/2023,5:48,1.143
10/5/2023,5:54,1.143
10/5/2023,6:00,1.149096
10/5/2023,6:06,1.146048
10/5/2023,6:12,1.136904
10/5/2023,6:18,1.118616
10/5/2023,6:24,1.115568
10/5/2023,6:30,1.118616
10/5/2023,6:36,1.118616
10/5/2023,6:42,1.121664
10/5/2023,6:48,1.152144
10/5/2023,6:54,1.167384
10/5/2023,7:00,1.179576
10/5/2023,7:06,1.176528
10/5/2023,7:12,1.155192
10/5/2023,7:18,1.118616
10/5/2023,7:24,1.118616
10/5/2023,7:30,1.118616
10/5/2023,7:36,1.11252
10/5/2023,7:42,1.121664
10/5/2023,7:48,1.152144
10/5/2023,7:54,1.170432
10/5/2023,8:00,1.179576
10/5/2023,8:06,1.176528
10/5/2023,8:12,1.161288
10/5/2023,8:18,1.152144
10/5/2023,8:24,1.155192
10/5/2023,8:30,1.155192
10/5/2023,8:36,1.170432
10/5/2023,8:42,1.194816
10/5/2023,8:48,1.213104
10/5/2023,8:54,1.225296
10/5/2023,9:00,1.237488
10/5/2023,9:06,1.237488
10/5/2023,9:12,1.222248
10/5/2023,9:18,1.2192
10/5/2023,9:24,1.2192
10/5/2023,9:30,1.222248
10/5/2023,9:36,1.237488
10/5/2023,9:42,1.267968
10/5/2023,9:48,1.283208
10/5/2023,9:54,1.292352
10/5/2023,10:00,1.292352
10/5/2023,10:06,1.289304
10/5/2023,10:12,1.292352
10/5/2023,10:18,1.301496
10/5/2023,10:24,1.307592
10/5/2023,10:30,1.316736
10/5/2023,10:36,1.335024
10/5/2023,10:42,1.350264
10/5/2023,10:48,1.359408
10/5/2023,10:54,1.3716
10/5/2023,11:00,1.374648
10/5/2023,11:06,1.38684
10/5/2023,11:12,1.40208
10/5/2023,11:18,1.420368
10/5/2023,11:24,1.426464
10/5/2023,11:30,1.429512
10/5/2023,11:36,1.438656
10/5/2023,11:42,1.444752
10/5/2023,11:48,1.450848
10/5/2023,11:54,1.466088
10/5/2023,12:00,1.481328
10/5/2023,12:06,1.49352
10/5/2023,12:12,1.505712
10/5/2023,12:18,1.50876
10/5/2023,12:24,1.499616
10/5/2023,12:30,1.496568
10/5/2023,12:36,1.499616
10/5/2023,12:42,1.50876
10/5/2023,12:48,1.517904
10/5/2023,12:54,1.533144
10/5/2023,13:00,1.557528
10/5/2023,13:06,1.560576
10/5/2023,13:12,1.557528
10/5/2023,13:18,1.53924
10/5/2023,13:24,1.533144
10/5/2023,13:30,1.536192
10/5/2023,13:36,1.551432
10/5/2023,13:42,1.55448
10/5/2023,13:48,1.55448
10/5/2023,13:54,1.560576
10/5/2023,14:00,1.56972
10/5/2023,14:06,1.563624
10/5/2023,14:12,1.55448
10/5/2023,14:18,1.53924
10/5/2023,14:24,1.533144
10/5/2023,14:30,1.536192
10/5/2023,14:36,1.545336
10/5/2023,14:42,1.545336
10/5/2023,14:48,1.536192
10/5/2023,14:54,1.53924
10/5/2023,15:00,1.533144
10/5/2023,15:06,1.514856
10/5/2023,15:12,1.49352
