UniqueID,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample,run_name
P4_dawn_nut_041624,0.04058259,0.041502999,0.036844664,0.049486188,0.069067445,0.031572241,0.015897307,0.028375823,0.012460816,0.040714972,0.132616515,0.89971744,1.832662697,1.683438781,0.744544393,3.384635504,0.062747698,16.89708973,Group006Sample0006,nyssa_run1
P4_dawn_nut_041724,0.032562415,0.042254784,0.030185114,0.04028956,0.052387671,0.030046031,0.01410618,0.023898625,0.010880248,0.034435061,0.041384907,0.904412327,1.894459663,1.618772773,0.749204353,2.788329717,0.065146089,12.71177848,Group006Sample0001,nyssa_run2
P4_dawn_nut_20231030,0.036412869,0.0364405,0.032517163,0.0430002,0.050445903,0.02483291,0.014432134,0.026519771,0.010583156,0.038555996,0.057628582,0.851727366,2.25027334,1.65088456,0.756209572,2.565278406,0.055980097,13.13443191,Group002Sample0007,nyssa_run4
P4_day_814,0.036627346,0.028855463,0.033621477,0.039087975,0.034558561,0.012637108,0.016513285,0.026364175,0.012772356,0.040967958,0.033077731,0.858666081,2.802009715,1.470898617,0.860148854,1.892374249,0.040978501,12.0540565,Group002Sample0003,nyssa_run5
P4_dusk_041124,0.034063904,0.030775438,0.031241145,0.040830274,0.050400693,0.015994189,0.014363003,0.025064336,0.010385805,0.036336536,0.07595167,0.90632654,2.403485217,1.637664972,0.765146606,2.380516987,0.055147818,11.82426257,Group006Sample0005,nyssa_run2
P4_dusk_042724,0.03927018,0.050827018,0.035727783,0.048635156,0.138614686,0.003240493,0.016593554,0.028678361,0.012768644,0.042158873,0.141936075,1.074964025,1.121208729,1.682954778,0.734608172,5.378091768,0.093877901,20.03607535,Group007Sample0002,nyssa_run2
P4_dusk_20231025,0.033914294,0.06849254,0.030364171,0.040317223,0.07976934,0.021209974,0.014004221,0.024562067,0.010469093,0.035940358,0.09724334,0.925720037,1.070287158,1.621325093,0.75313151,4.331479354,0.093037741,15.98272066,Group001Sample0007,nyssa_run4
P4_dusk_20231026,0.051294957,0.042867507,0.047750493,0.058140645,0.067467348,0.045397126,0.022295128,0.039461036,0.016691589,0.05704605,0.073944542,0.832492706,2.475842212,1.511979824,0.821292788,3.33226695,0.050964793,17.87421328,Group001Sample0001,nyssa_run4
P4_dusk_nut_040924,0.048637483,0.037988036,0.047402181,0.055473072,0.062966422,0.042623419,0.02308693,0.038991179,0.017004641,0.059458528,0.066753828,0.904157555,2.714184493,1.653041166,0.854507953,3.040081566,0.048182791,17.11608301,Group005Sample0007,nyssa_run1
P4_dusk_nut_042824,0.037107386,0.045620767,0.034012674,0.044237499,0.068132527,0.014435587,0.016720923,0.027091134,0.013090652,0.041358992,0.083251522,0.866135403,1.827863198,1.580052961,0.768865219,3.121195068,0.063616631,14.43150987,Group005Sample0002,nyssa_run2
P4_night_0816,0.066015858,0.091805285,0.06215723,0.075604048,0.155679406,0.049404486,0.030009093,0.05197398,0.023947132,0.075384711,0.156157088,0.862987561,0.946207476,1.535192317,0.822141564,8.180290753,0.085802875,33.71049943,Group005Sample0006,nyssa_run3
P4_night_813,0.046051067,0.039854954,0.043723527,0.050499241,0.080416012,0.027219414,0.021096769,0.036043516,0.016569462,0.054119289,0.062206087,0.867684534,2.080315104,1.486178988,0.865825438,3.411431615,0.055152258,17.70371067,Group001Sample0006,nyssa_run5
P5_dawn_LD_20231101,0.04310531,0.033078285,0.039920813,0.048255123,0.079203511,0.001553219,0.018004147,0.033164407,0.014132945,0.048476086,0.11453854,0.948297259,2.076761186,1.51688662,0.827286524,3.245511639,0.056425556,16.61085923,Group002Sample0001,nyssa_run4
P5_dawn_nut_040324,0.052901863,0.057620752,0.046056259,0.061638206,0.085046304,0.020940802,0.022087372,0.037158123,0.016731205,0.058734557,0.127908989,0.794618401,1.896085484,1.652566635,0.7472031,4.110175171,0.059693022,20.90775417,Group004Sample0001,nyssa_run1
P5_day_731,0.098878508,0.100332561,0.093056243,0.106625423,0.143906703,0.040037562,0.04340492,0.076158303,0.034515957,0.124513027,0.182492565,0.838669009,2.13492134,1.465251281,0.872739738,6.606953088,0.050524441,37.23259418,Group002Sample0004,nyssa_run5
P5_day_804,0.069269175,0.039908772,0.0651089,0.0729051,0.066171618,0.024549481,0.032396978,0.052458457,0.02477637,0.08524247,0.072575411,0.797318544,3.219136921,1.438677074,0.893063727,3.156647938,0.035135243,22.4433773,Group002Sample0005,nyssa_run5
P5_day_812,0.048618965,0.042833434,0.043939699,0.053361155,0.060756501,0.011533127,0.0223548,0.036212936,0.017369469,0.05554855,0.075376886,0.828899731,2.138436946,1.445998517,0.823439803,3.113001363,0.049510481,17.34819082,Group001Sample0001,nyssa_run5
P5_dusk_040824,0.049135227,0.053101945,0.046452528,0.055597044,0.055212785,0.048435656,0.021781545,0.037621745,0.016083878,0.055776227,0.121521278,0.84087774,2.274997858,1.569879162,0.835521537,3.030050566,0.047467805,17.76108572,Group004Sample0004,nyssa_run1
P5_dusk_nut_20231021,0.028732918,0.034235153,0.026246593,0.034736096,0.066303602,0.025682974,0.013002908,0.021638807,0.009273242,0.033363733,0.108189813,0.918043993,1.274416975,1.651065988,0.755599967,3.067587297,0.074696197,13.52770088,Group001Sample0002,nyssa_run4
P5_night_blue_0813,0.043889557,0.049779126,0.038589401,0.050270553,0.073306007,0.037783342,0.01876772,0.031262077,0.015357629,0.050201075,0.073267808,0.776696864,1.36649377,1.543566152,0.767634294,3.89528009,0.066225456,18.26794184,Group005Sample0003,nyssa_run3
P6_dawn_040424,0.04122473,0.03417669,0.03891265,0.046227106,0.041144375,0,0.019602173,0.0327679,0.015194728,0.050961072,0.054145544,0.859143335,3.154867475,1.526094972,0.841771272,2.172211071,0.039457244,13.63583136,Group003Sample0004,nyssa_run1
P6_dawn_20231029,0.027258476,0.030349116,0.024252435,0.033596427,0.029854682,0.044488303,0.010530021,0.020040991,0.008181583,0.026492509,0.041382925,0.850636723,2.228603414,1.583835819,0.721875435,1.707031733,0.049936094,9.642444202,Group001Sample0006,nyssa_run4
P6_day_802,0.074447183,0.051909178,0.068012897,0.077126551,0.065224134,0.013744357,0.033808548,0.055957407,0.026075917,0.094249833,0.125696415,0.738105588,2.839929072,1.46162964,0.881835066,3.482354829,0.036621746,24.60340428,Group001Sample0002,nyssa_run5
P6_dusk_20231022,0.024925515,0.032260802,0.022905359,0.029883949,0.038265763,0.010438221,0.010721204,0.018687623,0.007427397,0.027531958,0.050482139,0.856754947,1.114048574,1.665012848,0.766476962,2.279615617,0.06761514,10.97972163,Group001Sample0003,nyssa_run4
P6_dusk_nut_040924,0.056757423,0.056837485,0.051031399,0.072777454,0.080390542,0.009402917,0.022987504,0.041076908,0.016557002,0.062661364,0.123151611,0.792376873,1.912863577,1.732716416,0.701197923,3.91745584,0.05371358,21.24571687,Group005Sample0006,nyssa_run1
P6_night_0817,0.043881541,0.03195413,0.041530124,0.049324926,0.046819539,0.024745277,0.019532719,0.033869856,0.014976112,0.052151912,0.084737691,0.858266918,2.726886931,1.472893042,0.841970312,2.427926773,0.042493404,15.1090746,Group005Sample0001,nyssa_run3
P6_night_violet_0816,0.051421948,0.043663881,0.046671542,0.058890346,0.081690924,0.03352844,0.021968585,0.036381488,0.016464511,0.057264683,0.110701954,0.822493766,1.467630296,1.512751876,0.792516002,3.99360913,0.058359991,21.10603884,Group005Sample0002,nyssa_run3
RW1_dawn_nut_041724,0.033922902,0.042140094,0.031133556,0.040803566,0.040099741,0,0.014540226,0.025567272,0.011379971,0.036746856,0.05495889,0.881809021,2.390673281,1.666155358,0.763010663,2.265586865,0.051337018,12.1296678,Group006Sample0006,nyssa_run2
RW1_day_731,0.07146514,0.100065909,0.066118468,0.084775578,0.121340355,0.039617493,0.030913937,0.054318649,0.022665625,0.081211921,0.14343974,0.846553364,1.329465377,1.555342748,0.779923526,6.568871074,0.068883903,30.02284369,Group010Sample0003,nyssa_run5
RW1_dusk_040824,0.096418882,0.075415053,0.090101327,0.122144508,0.109853653,0.033617083,0.043157727,0.073164149,0.031103988,0.11366194,0.14834959,0.794799555,2.735159023,1.646656407,0.73766171,5.492024579,0.043918144,33.81052789,Group005Sample0004,nyssa_run1
RW1_dusk_nut_20231021,0.040145648,0.042476711,0.03816987,0.04657789,0.068071309,0.001758614,0.01845745,0.030089752,0.013457311,0.044175421,0.07905122,0.860172493,1.501391981,1.570744943,0.819484742,3.492078674,0.065882141,16.27943167,Group003Sample0002,nyssa_run4
RW1_night_801,0.07403929,0.065455913,0.06452315,0.083639488,0.088549921,0.021657514,0.03121937,0.052326054,0.024487974,0.08525573,0.139446882,0.750576766,2.013020506,1.518966236,0.771443627,4.705158442,0.049697873,26.20048456,Group009Sample0004,nyssa_run5
RW2_dawn_20231029,0.039038577,0.03805012,0.032729429,0.048687911,0.056129327,0.02236375,0.01474725,0.025241707,0.01151373,0.039550543,0.09047973,0.821347,2.004119906,1.762060721,0.672229071,2.761767783,0.055878385,15.36896942,Group004Sample0004,nyssa_run4
RW2_dawn_nut_041624,0.050721843,0.045414194,0.046513178,0.060594153,0.053498083,0,0.020839736,0.037083059,0.015764636,0.053188708,0.125756576,0.867503731,2.633056406,1.593918599,0.767618247,2.906698266,0.044313765,18.66353939,Group003Sample0007,nyssa_run1
RW2_day_802,0.076484691,0.076186202,0.070894675,0.084421318,0.107386027,0.029177305,0.034827209,0.057493243,0.027454789,0.092500256,0.134600863,0.768400903,2.098619209,1.446195709,0.839772189,5.468905279,0.053199755,29.57807263,Group008Sample0006,nyssa_run5
RW2_dusk_20231022,0.028477148,0.036488245,0.026299424,0.03317859,0.051456689,0.019347683,0.012113754,0.021177167,0.009133895,0.030597167,0.050071757,0.895153791,1.192177886,1.572262872,0.792662501,2.841801085,0.072983363,12.60745198,Group003Sample0007,nyssa_run4
RW2_dusk_nut_041024,0.061750171,0.050879636,0.058836291,0.068279782,0.050651014,0.025956542,0.027071003,0.047401403,0.019664888,0.069367287,0.079456446,0.82421858,3.345818232,1.591511663,0.861694181,2.945643399,0.038749172,19.14332949,Group002Sample0006,nyssa_run1
RW2_night_803,0.083825359,0.047098323,0.076598034,0.08836376,0.08379983,0.027671638,0.039098548,0.062588356,0.03090001,0.106278128,0.111124452,0.737275572,2.959228056,1.391910297,0.866848968,4.092067342,0.03788745,26.9888374,Group007Sample0007,nyssa_run5
RW3_dawn_20231103,0.030377706,0.028163955,0.028865529,0.034718935,0.043035101,0.013094539,0.014732835,0.022990292,0.012128941,0.035275826,0.086344163,0.894338458,2.251641043,1.582602628,0.831405942,2.043959325,0.049654514,11.18375903,Group004Sample0006,nyssa_run4
RW3_dawn_fdom_20231101,0.027472052,0.0306149,0.024711646,0.033809403,0.107531563,0.00828672,0.011305559,0.019373917,0.009627492,0.0308293,0.141946482,1.080876808,1.016122831,1.611661442,0.730910444,4.032081795,0.096223738,15.81400935,Group004Sample0005,nyssa_run4
RW3_dawn_nut_041924,0.036309151,0.064187228,0.035072329,0.043643472,0.172201195,0.02094456,0.017425158,0.028810345,0.012955169,0.044288916,0.145441518,1.023388946,1.188490805,1.647781939,0.803609978,7.406328001,0.128121451,20.97139137,Group003Sample0003,nyssa_run2
RW3_day_731,0.057349032,0.091056582,0.051788185,0.068127824,0.095968305,0.034032264,0.022992579,0.042383915,0.017724197,0.064168368,0.110492351,0.843010178,1.177987799,1.614773391,0.760162033,5.470430922,0.070896101,25.1138092,Group008Sample0007,nyssa_run5
RW3_dusk_040824,0.068042385,0.066203858,0.061766551,0.092710495,0.071912956,0.026544127,0.030082757,0.050185172,0.02182187,0.075455751,0.078266533,0.763113181,2.740690808,1.685303935,0.666230405,4.139674102,0.047113279,23.21485593,Group002Sample0001,nyssa_run1
RW3_dusk_050524,0.039017696,0.034676018,0.036893428,0.042901968,0.022529174,0.004484838,0.018003138,0.030073211,0.013734689,0.044544954,0.057596465,0.80398817,3.884322853,1.602241626,0.859947211,1.658070379,0.034327975,11.53933441,Group002Sample0001,nyssa_run2
RW3_dusk_nut_20231021,0.034205077,0.030997111,0.032148357,0.039838838,0.037411789,0.003105374,0.014940648,0.02599823,0.011132557,0.037258015,0.068007423,0.884397173,2.378813662,1.547325345,0.806960205,2.022234376,0.045137375,12.17977395,Group003Sample0001,nyssa_run4
RW3_night_801,0.082952461,0.084498745,0.074680917,0.094504507,0.125961876,0.019336444,0.035840647,0.060011849,0.02825746,0.096675858,0.146674569,0.760097252,1.517484903,1.485034734,0.790236568,6.474506479,0.058309607,33.46835875,Group008Sample0001,nyssa_run5
RW4_dawn_20231029,0.039757428,0.030560646,0.036277201,0.045170654,0.031957957,0.005712324,0.017343006,0.028457504,0.014291952,0.044291301,0.082020395,0.801138564,3.201500494,1.558092754,0.80311437,1.782233701,0.035077493,13.16428408,Group004Sample0007,nyssa_run4
RW4_dawn_nut_042024,0.039531966,0.052954509,0.038013241,0.045086789,0.077177885,0.009536835,0.018826828,0.031533887,0.014515557,0.044202994,0.045531938,0.845513066,1.664234164,1.61628011,0.84311264,4.035982075,0.077485702,14.92484994,Group008Sample0002,nyssa_run1
RW4_day_802,0.068966545,0.039507898,0.063236275,0.077267898,0.060359472,0,0.031483608,0.051461775,0.024934397,0.083035608,0.106877995,0.797272451,3.386059753,1.458851198,0.818402947,3.034137553,0.034294862,21.73939864,Group009Sample0001,nyssa_run5
RW4_dusk_nut_040424,0.054417917,0.051663038,0.053113097,0.059745322,0.0381784,0.000950888,0.025921381,0.04331735,0.018797872,0.063763812,0.03480665,0.822681565,3.888241268,1.611235689,0.888991736,2.526765218,0.037464119,16.08800817,Group001Sample0003,nyssa_run1
RW4_dusk_nut_20231023,0.033605188,0.034194302,0.033321862,0.039818894,0.048088255,0.001308554,0.016090683,0.026477665,0.012475531,0.040361598,0.084845147,0.901353105,1.483693059,1.620760155,0.836835443,2.651795862,0.058047775,13.44784641,Group003Sample0005,nyssa_run4
RW4_night_803,0.088496353,0.055695199,0.07992444,0.093255718,0.078392034,0,0.041244337,0.06566685,0.033576689,0.114096597,0.130653638,0.709669231,2.858552048,1.425977733,0.857046002,4.161393104,0.036303665,28.56554119,Group008Sample0002,nyssa_run5
RW4_night_b_805,0.088772972,0.049320112,0.080494133,0.09404542,0.084452375,0.022060218,0.039673986,0.065855541,0.031457456,0.110926073,0.133862848,0.717940379,2.619548149,1.434712057,0.855906998,4.244016749,0.036915752,29.20713957,Group008Sample0003,nyssa_run5
RW4-dawn_20231031,0.031500281,0.028231503,0.029114248,0.035672106,0.032929892,0.023714816,0.01409274,0.023633922,0.011791337,0.034354354,0.061718854,0.865360124,2.564115231,1.562867669,0.816162871,1.741031972,0.043463364,10.54147588,Group004Sample0001,nyssa_run4
RW5_dawn_nut_041724,0.102631574,0.049012646,0.092439392,0.120368269,0.0667795,0,0.040811461,0.073399991,0.029867398,0.116074794,0.131970796,0.83756272,5.365584932,1.619997972,0.767971433,3.498052112,0.028779401,30.45840229,Group005Sample0007,nyssa_run2
RW5_dawn_nut_20231102,0.039073757,0.037145998,0.03641879,0.044989013,0.043337918,0.018938764,0.016787725,0.029069108,0.012591881,0.041819141,0.080135963,0.876554145,2.353306141,1.58327746,0.809504078,2.415804857,0.048285747,13.94340918,Group004Sample0002,nyssa_run4
RW5_day_731,0.071123111,0.096662482,0.064826866,0.085751395,0.09069719,0.005650747,0.027661215,0.051629547,0.020931914,0.075725047,0.131495215,0.851255437,1.827796659,1.598997285,0.755986135,5.064645626,0.055932881,27.18126798,Group009Sample0002,nyssa_run5
RW5_dusk_nut_042824,0.114861436,0.050728253,0.10211979,0.132838261,0.158548676,0,0.042989838,0.080161819,0.031039248,0.124566189,0.194434264,0.868249227,3.0125161,1.594542358,0.768752836,6.252259733,0.044685187,39.05922559,Group003Sample0005,nyssa_run2
RW5_dusk_nut_20231021,0.106767228,0.042544682,0.095494195,0.125893263,0.073676171,0.032713303,0.038629437,0.077745206,0.027474454,0.106547671,0.162063649,0.795971256,2.936251773,1.688741776,0.758533005,3.861545515,0.031435882,33.06683776,Group003Sample0006,nyssa_run4
RW5_night,0.09469437,0.064383891,0.086074385,0.103536183,0.112599664,0.025834734,0.04251859,0.070889245,0.033572322,0.116892983,0.149829357,0.760979613,2.518282718,1.423491491,0.831345935,5.391734047,0.043199802,32.51129057,Group008Sample0004,nyssa_run5
RW6_dawn_041824,0.03657363,0.0407508,0.035229067,0.043262815,0.054583224,0.023262192,0.016995078,0.028086679,0.012464036,0.041865945,0.070148512,0.889145597,1.830359428,1.638492789,0.814303631,3.154931126,0.06319855,14.67046408,Group007Sample0005,nyssa_run1
RW6_dawn_20231029,0.048899839,0.045127976,0.044386657,0.057621918,0.058639551,0.003223839,0.020327077,0.035329831,0.014743947,0.0520172,0.114781299,0.808013548,2.413573081,1.725396317,0.770308561,3.01677022,0.049663953,17.57317954,Group004Sample0003,nyssa_run4
RW6_day_802,0.090965778,0.025682167,0.086754736,0.09526233,0.049281998,0,0.043347403,0.070021925,0.034918979,0.114335383,0.126772617,0.741979705,5.909342125,1.38623051,0.910692992,2.434338938,0.021155465,24.80005603,Group009Sample0003,nyssa_run5
RW6_dusk_20231024,0.057779524,0.041133587,0.054961026,0.065539322,0.0634814,0.033735008,0.023955557,0.044396179,0.01776721,0.062124247,0.090292467,0.82173687,2.042068281,1.581358166,0.838596198,3.335888187,0.04626558,20.09233574,Group003Sample0004,nyssa_run4
RW6_dusk_nut_042924,0.04211893,0.047806588,0.039253382,0.046445205,0.065298007,0,0.017637693,0.031205841,0.013467651,0.045289353,0.085991576,0.856876282,2.201790054,1.558305353,0.84515467,3.209389714,0.058793705,15.57848483,Group003Sample0004,nyssa_run2
RW6_night_b_815,0.102951728,0.059914242,0.092553454,0.109510745,0.099475025,0.025528332,0.045721386,0.074892161,0.035765234,0.126862266,0.125694655,0.742984813,2.986709889,1.431936157,0.845154095,4.661372306,0.035530462,33.43048358,Group007Sample0001,nyssa_run5
RW6_night_violet,0.091027119,0.048733334,0.08298467,0.093427736,0.082430411,0.015925412,0.041843205,0.068282731,0.032731205,0.117016591,0.097881857,0.719981008,2.812913754,1.435220398,0.888223064,4.195277625,0.035601708,29.29118995,Group008Sample0005,nyssa_run5
SAS_00_20231029,0.025820698,0.020271674,0.021759086,0.0300776,0.017952968,0.004978938,0.010789743,0.01850328,0.007711051,0.026092363,0.033210705,0.845536894,2.922876976,1.594925086,0.723431602,1.107549182,0.035674907,7.960662034,Group002Sample0003,nyssa_run3
SAS_00_dawn_041624,0.04439421,0.057962789,0.041879843,0.051678323,0.067798238,0.003480502,0.020977081,0.034889428,0.015647623,0.050384295,0.090979219,0.891556673,2.089738396,1.604464947,0.810394772,3.521221016,0.059348921,16.83689186,Group003Sample0005,nyssa_run1
SAS_00_dusk_040824,0.068294844,0.059328876,0.06590043,0.079498701,0.07722944,0.010974985,0.032118066,0.053442897,0.02280531,0.08013838,0.135389845,0.843629055,2.801621339,1.578349743,0.828949763,3.900773329,0.04430167,23.20000716,Group004Sample0007,nyssa_run1
SAS_00_dusk_20231023,0.0376547,0.027794875,0.035205277,0.042041548,0.030621901,0.028430496,0.016586449,0.028163322,0.012605593,0.040831391,0.055141884,0.821148121,3.101140831,1.585761365,0.837392487,1.744419219,0.037532767,11.36784883,Group001Sample0001,nyssa_run3
West_HC_00_20231022,0.028873453,0.038161661,0.027222113,0.033497579,0.063952882,0.002375312,0.013874395,0.0225566,0.010517651,0.03726969,0.05713058,0.852503055,1.285438619,1.543352924,0.812659103,3.19731843,0.07658946,13.28326282,Group005Sample0007,nyssa_run3
West_HC_00_dusk_20231021,0.041478051,0.05295976,0.038861335,0.046679224,0.077875036,0.016969724,0.01810733,0.031300217,0.014037236,0.046685404,0.08290099,0.880818037,1.330109854,1.548149478,0.83251886,4.006719278,0.071719328,17.041591,Group005Sample0005,nyssa_run3
