#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
73,10/16/2023 23:15:00,18.53,,,,
74,10/16/2023 23:20:00,18.44,,,,
75,10/16/2023 23:25:00,18.44,,,,
76,10/16/2023 23:30:00,18.36,,,,
77,10/16/2023 23:35:00,18.40,,,,
78,10/16/2023 23:40:00,18.32,,,,
79,10/16/2023 23:45:00,18.32,,,,
80,10/16/2023 23:50:00,18.19,,,,
81,10/16/2023 23:55:00,18.19,,,,
82,10/17/2023 00:00:00,18.27,,,,
83,10/17/2023 00:05:00,18.14,,,,
84,10/17/2023 00:10:00,18.19,,,,
85,10/17/2023 00:15:00,18.10,,,,
86,10/17/2023 00:20:00,18.14,,,,
87,10/17/2023 00:25:00,18.23,,,,
88,10/17/2023 00:30:00,18.19,,,,
89,10/17/2023 00:35:00,18.14,,,,
90,10/17/2023 00:40:00,18.23,,,,
91,10/17/2023 00:45:00,18.19,,,,
92,10/17/2023 00:50:00,18.23,,,,
93,10/17/2023 00:55:00,18.32,,,,
94,10/17/2023 01:00:00,18.32,,,,
95,10/17/2023 01:05:00,18.23,,,,
96,10/17/2023 01:10:00,18.23,,,,
97,10/17/2023 01:15:00,18.14,,,,
98,10/17/2023 01:20:00,18.19,,,,
99,10/17/2023 01:25:00,18.14,,,,
100,10/17/2023 01:30:00,18.14,,,,
101,10/17/2023 01:35:00,18.19,,,,
102,10/17/2023 01:40:00,18.14,,,,
103,10/17/2023 01:45:00,18.14,,,,
104,10/17/2023 01:50:00,18.14,,,,
105,10/17/2023 01:55:00,18.06,,,,
106,10/17/2023 02:00:00,18.06,,,,
107,10/17/2023 02:05:00,18.14,,,,
108,10/17/2023 02:10:00,18.19,,,,
109,10/17/2023 02:15:00,18.19,,,,
110,10/17/2023 02:20:00,18.19,,,,
111,10/17/2023 02:25:00,18.14,,,,
112,10/17/2023 02:30:00,18.19,,,,
113,10/17/2023 02:35:00,18.19,,,,
114,10/17/2023 02:40:00,18.14,,,,
115,10/17/2023 02:45:00,18.14,,,,
116,10/17/2023 02:50:00,18.19,,,,
117,10/17/2023 02:55:00,18.19,,,,
118,10/17/2023 03:00:00,18.23,,,,
119,10/17/2023 03:05:00,18.23,,,,
120,10/17/2023 03:10:00,18.19,,,,
121,10/17/2023 03:15:00,18.10,,,,
122,10/17/2023 03:20:00,18.14,,,,
123,10/17/2023 03:25:00,18.14,,,,
124,10/17/2023 03:30:00,18.10,,,,
125,10/17/2023 03:35:00,18.14,,,,
126,10/17/2023 03:40:00,18.14,,,,
127,10/17/2023 03:45:00,18.14,,,,
128,10/17/2023 03:50:00,18.10,,,,
129,10/17/2023 03:55:00,18.14,,,,
130,10/17/2023 04:00:00,18.10,,,,
131,10/17/2023 04:05:00,18.14,,,,
132,10/17/2023 04:10:00,18.14,,,,
133,10/17/2023 04:15:00,18.06,,,,
134,10/17/2023 04:20:00,18.10,,,,
135,10/17/2023 04:25:00,18.10,,,,
136,10/17/2023 04:30:00,18.10,,,,
137,10/17/2023 04:35:00,18.06,,,,
138,10/17/2023 04:40:00,18.06,,,,
139,10/17/2023 04:45:00,18.06,,,,
140,10/17/2023 04:50:00,18.06,,,,
141,10/17/2023 04:55:00,18.06,,,,
142,10/17/2023 05:00:00,18.06,,,,
143,10/17/2023 05:05:00,18.06,,,,
144,10/17/2023 05:10:00,18.06,,,,
145,10/17/2023 05:15:00,18.06,,,,
146,10/17/2023 05:20:00,18.06,,,,
147,10/17/2023 05:25:00,18.06,,,,
148,10/17/2023 05:30:00,18.06,,,,
149,10/17/2023 05:35:00,18.06,,,,
150,10/17/2023 05:40:00,18.02,,,,
151,10/17/2023 05:45:00,18.02,,,,
152,10/17/2023 05:50:00,18.02,,,,
153,10/17/2023 05:55:00,17.97,,,,
154,10/17/2023 06:00:00,18.02,,,,
155,10/17/2023 06:05:00,18.02,,,,
156,10/17/2023 06:10:00,18.02,,,,
157,10/17/2023 06:15:00,18.06,,,,
158,10/17/2023 06:20:00,18.02,,,,
159,10/17/2023 06:25:00,18.02,,,,
160,10/17/2023 06:30:00,18.02,,,,
161,10/17/2023 06:35:00,18.06,,,,
162,10/17/2023 06:40:00,17.97,,,,
163,10/17/2023 06:45:00,17.93,,,,
164,10/17/2023 06:50:00,17.97,,,,
165,10/17/2023 06:55:00,18.02,,,,
166,10/17/2023 07:00:00,18.02,,,,
167,10/17/2023 07:05:00,17.97,,,,
168,10/17/2023 07:10:00,17.97,,,,
169,10/17/2023 07:15:00,17.93,,,,
170,10/17/2023 07:20:00,18.02,,,,
171,10/17/2023 07:25:00,17.97,,,,
172,10/17/2023 07:30:00,18.02,,,,
173,10/17/2023 07:35:00,17.97,,,,
174,10/17/2023 07:40:00,17.93,,,,
175,10/17/2023 07:45:00,17.97,,,,
176,10/17/2023 07:50:00,18.02,,,,
177,10/17/2023 07:55:00,18.02,,,,
178,10/17/2023 08:00:00,18.06,,,,
179,10/17/2023 08:05:00,18.06,,,,
180,10/17/2023 08:10:00,18.06,,,,
181,10/17/2023 08:15:00,18.06,,,,
182,10/17/2023 08:20:00,18.10,,,,
183,10/17/2023 08:25:00,18.10,,,,
184,10/17/2023 08:30:00,18.14,,,,
185,10/17/2023 08:35:00,18.14,,,,
186,10/17/2023 08:40:00,18.14,,,,
187,10/17/2023 08:45:00,18.14,,,,
188,10/17/2023 08:50:00,18.14,,,,
189,10/17/2023 08:55:00,18.14,,,,
190,10/17/2023 09:00:00,18.23,,,,
191,10/17/2023 09:05:00,18.19,,,,
192,10/17/2023 09:10:00,18.19,,,,
193,10/17/2023 09:15:00,18.19,,,,
194,10/17/2023 09:20:00,18.23,,,,
195,10/17/2023 09:25:00,18.27,,,,
196,10/17/2023 09:30:00,18.23,,,,
197,10/17/2023 09:35:00,18.23,,,,
198,10/17/2023 09:40:00,18.27,,,,
199,10/17/2023 09:45:00,18.19,,,,
200,10/17/2023 09:50:00,18.19,,,,
201,10/17/2023 09:55:00,18.14,,,,
202,10/17/2023 10:00:00,18.10,,,,
203,10/17/2023 10:05:00,18.10,,,,
204,10/17/2023 10:10:00,18.14,,,,
205,10/17/2023 10:15:00,18.10,,,,
206,10/17/2023 10:20:00,18.06,,,,
207,10/17/2023 10:25:00,18.06,,,,
208,10/17/2023 10:30:00,18.06,,,,
209,10/17/2023 10:35:00,18.02,,,,
210,10/17/2023 10:40:00,18.02,,,,
211,10/17/2023 10:45:00,17.97,,,,
212,10/17/2023 10:50:00,17.97,,,,
213,10/17/2023 10:55:00,17.89,,,,
214,10/17/2023 11:00:00,17.84,,,,
215,10/17/2023 11:05:00,17.84,,,,
216,10/17/2023 11:10:00,17.93,,,,
217,10/17/2023 11:15:00,18.14,,,,
218,10/17/2023 11:20:00,18.14,,,,
219,10/17/2023 11:25:00,18.23,,,,
220,10/17/2023 11:30:00,18.62,,,,
221,10/17/2023 11:35:00,18.66,,,,
222,10/17/2023 11:40:00,18.62,,,,
223,10/17/2023 11:45:00,18.70,,,,
224,10/17/2023 11:50:00,18.70,,,,
225,10/17/2023 11:55:00,18.83,,,,
226,10/17/2023 12:00:00,18.83,,,,
227,10/17/2023 12:05:00,18.79,,,,
228,10/17/2023 12:10:00,19.09,,,,
229,10/17/2023 12:15:00,18.92,,,,
230,10/17/2023 12:20:00,19.30,,,,
231,10/17/2023 12:25:00,19.17,,,,
232,10/17/2023 12:30:00,19.22,,,,
233,10/17/2023 12:35:00,19.35,,,,
234,10/17/2023 12:40:00,19.35,,,,
235,10/17/2023 12:45:00,19.39,,,,
236,10/17/2023 12:50:00,19.17,,,,
237,10/17/2023 12:55:00,19.17,,,,
238,10/17/2023 13:00:00,19.22,,,,
239,10/17/2023 13:05:00,19.00,,,,
240,10/17/2023 13:10:00,19.30,,,,
241,10/17/2023 13:15:00,19.35,,,,
242,10/17/2023 13:20:00,19.56,,,,
243,10/17/2023 13:25:00,19.43,,,,
244,10/17/2023 13:30:00,19.35,,,,
245,10/17/2023 13:35:00,19.39,,,,
246,10/17/2023 13:40:00,19.47,,,,
247,10/17/2023 13:45:00,19.39,,,,
248,10/17/2023 13:50:00,19.47,,,,
249,10/17/2023 13:55:00,19.60,,,,
250,10/17/2023 14:00:00,19.60,,,,
251,10/17/2023 14:05:00,19.60,,,,
252,10/17/2023 14:10:00,19.95,,,,
253,10/17/2023 14:15:00,19.95,,,,
254,10/17/2023 14:20:00,20.03,,,,
255,10/17/2023 14:25:00,20.12,,,,
256,10/17/2023 14:30:00,20.33,,,,
257,10/17/2023 14:35:00,20.46,,,,
258,10/17/2023 14:40:00,20.63,,,,
259,10/17/2023 14:45:00,21.02,,,,
260,10/17/2023 14:50:00,20.98,,,,
261,10/17/2023 14:55:00,21.40,,,,
262,10/17/2023 15:00:00,21.49,,,,
263,10/17/2023 15:05:00,21.58,,,,
264,10/17/2023 15:10:00,21.62,,,,
265,10/17/2023 15:15:00,21.83,,,,
266,10/17/2023 15:20:00,21.79,,,,
267,10/17/2023 15:25:00,22.31,,,,
268,10/17/2023 15:30:00,22.61,,,,
269,10/17/2023 15:35:00,22.73,,,,
270,10/17/2023 15:40:00,22.65,,,,
271,10/17/2023 15:45:00,22.65,,,,
272,10/17/2023 15:50:00,22.61,,,,
273,10/17/2023 15:55:00,22.99,,,,
274,10/17/2023 16:00:00,22.91,,,,
275,10/17/2023 16:05:00,22.82,,,,
276,10/17/2023 16:10:00,22.95,,,,
277,10/17/2023 16:15:00,23.21,,,,
278,10/17/2023 16:20:00,22.95,,,,
279,10/17/2023 16:25:00,22.95,,,,
280,10/17/2023 16:30:00,22.86,,,,
281,10/17/2023 16:35:00,22.82,,,,
282,10/17/2023 16:40:00,22.86,,,,
283,10/17/2023 16:45:00,22.73,,,,
284,10/17/2023 16:50:00,22.73,,,,
285,10/17/2023 16:55:00,22.61,,,,
286,10/17/2023 17:00:00,22.35,,,,
287,10/17/2023 17:05:00,22.26,,,,
288,10/17/2023 17:10:00,22.18,,,,
289,10/17/2023 17:15:00,22.13,,,,
290,10/17/2023 17:20:00,21.92,,,,
291,10/17/2023 17:25:00,21.75,,,,
292,10/17/2023 17:30:00,21.49,,,,
293,10/17/2023 17:35:00,21.32,,,,
294,10/17/2023 17:40:00,21.02,,,,
295,10/17/2023 17:45:00,20.72,,,,
296,10/17/2023 17:50:00,19.65,,,,
297,10/17/2023 17:55:00,19.56,,,,
298,10/17/2023 18:00:00,19.22,,,,
299,10/17/2023 18:05:00,19.09,,,,
300,10/17/2023 18:10:00,19.35,,,,
301,10/17/2023 18:15:00,18.83,,,,
302,10/17/2023 18:20:00,19.09,,,,
303,10/17/2023 18:25:00,19.30,,,,
304,10/17/2023 18:30:00,19.26,,,,
305,10/17/2023 18:35:00,19.05,,,,
306,10/17/2023 18:40:00,19.17,,,,
307,10/17/2023 18:45:00,19.26,,,,
308,10/17/2023 18:50:00,19.30,,,,
309,10/17/2023 18:55:00,19.22,,,,
310,10/17/2023 19:00:00,19.22,,,,
311,10/17/2023 19:05:00,19.43,,,,
312,10/17/2023 19:10:00,19.43,,,,
313,10/17/2023 19:15:00,19.56,,,,
314,10/17/2023 19:20:00,19.56,,,,
315,10/17/2023 19:25:00,19.56,,,,
316,10/17/2023 19:30:00,19.60,,,,
317,10/17/2023 19:35:00,19.56,,,,
318,10/17/2023 19:40:00,19.60,,,,
319,10/17/2023 19:45:00,19.69,,,,
320,10/17/2023 19:50:00,19.69,,,,
321,10/17/2023 19:55:00,19.69,,,,
322,10/17/2023 20:00:00,19.65,,,,
323,10/17/2023 20:05:00,19.60,,,,
324,10/17/2023 20:10:00,19.69,,,,
325,10/17/2023 20:15:00,19.69,,,,
326,10/17/2023 20:20:00,19.69,,,,
327,10/17/2023 20:25:00,19.65,,,,
328,10/17/2023 20:30:00,19.73,,,,
329,10/17/2023 20:35:00,19.73,,,,
330,10/17/2023 20:40:00,19.73,,,,
331,10/17/2023 20:45:00,19.73,,,,
332,10/17/2023 20:50:00,19.82,,,,
333,10/17/2023 20:55:00,19.77,,,,
334,10/17/2023 21:00:00,19.82,,,,
335,10/17/2023 21:05:00,19.73,,,,
336,10/17/2023 21:10:00,19.77,,,,
337,10/17/2023 21:15:00,19.73,,,,
338,10/17/2023 21:20:00,19.77,,,,
339,10/17/2023 21:25:00,19.73,,,,
340,10/17/2023 21:30:00,19.73,,,,
341,10/17/2023 21:35:00,19.73,,,,
342,10/17/2023 21:40:00,19.73,,,,
343,10/17/2023 21:45:00,19.73,,,,
344,10/17/2023 21:50:00,19.73,,,,
345,10/17/2023 21:55:00,19.77,,,,
346,10/17/2023 22:00:00,19.69,,,,
347,10/17/2023 22:05:00,19.69,,,,
348,10/17/2023 22:10:00,19.69,,,,
349,10/17/2023 22:15:00,19.73,,,,
350,10/17/2023 22:20:00,19.65,,,,
351,10/17/2023 22:25:00,19.65,,,,
352,10/17/2023 22:30:00,19.73,,,,
353,10/17/2023 22:35:00,19.73,,,,
354,10/17/2023 22:40:00,19.73,,,,
355,10/17/2023 22:45:00,19.69,,,,
356,10/17/2023 22:50:00,19.69,,,,
357,10/17/2023 22:55:00,19.65,,,,
358,10/17/2023 23:00:00,19.69,,,,
359,10/17/2023 23:05:00,19.65,,,,
360,10/17/2023 23:10:00,19.65,,,,
361,10/17/2023 23:15:00,19.65,,,,
362,10/17/2023 23:20:00,19.65,,,,
363,10/17/2023 23:25:00,19.60,,,,
364,10/17/2023 23:30:00,19.56,,,,
365,10/17/2023 23:35:00,19.56,,,,
366,10/17/2023 23:40:00,19.56,,,,
367,10/17/2023 23:45:00,19.47,,,,
368,10/17/2023 23:50:00,19.52,,,,
369,10/17/2023 23:55:00,19.47,,,,
370,10/18/2023 00:00:00,19.43,,,,
371,10/18/2023 00:05:00,19.39,,,,
372,10/18/2023 00:10:00,19.39,,,,
373,10/18/2023 00:15:00,19.26,,,,
374,10/18/2023 00:20:00,19.22,,,,
375,10/18/2023 00:25:00,19.17,,,,
376,10/18/2023 00:30:00,19.17,,,,
377,10/18/2023 00:35:00,19.09,,,,
378,10/18/2023 00:40:00,19.00,,,,
379,10/18/2023 00:45:00,19.00,,,,
380,10/18/2023 00:50:00,18.96,,,,
381,10/18/2023 00:55:00,18.83,,,,
382,10/18/2023 01:00:00,18.83,,,,
383,10/18/2023 01:05:00,18.92,,,,
384,10/18/2023 01:10:00,18.87,,,,
385,10/18/2023 01:15:00,18.74,,,,
386,10/18/2023 01:20:00,18.66,,,,
387,10/18/2023 01:25:00,18.70,,,,
388,10/18/2023 01:30:00,18.62,,,,
389,10/18/2023 01:35:00,18.62,,,,
390,10/18/2023 01:40:00,18.57,,,,
391,10/18/2023 01:45:00,18.57,,,,
392,10/18/2023 01:50:00,18.44,,,,
393,10/18/2023 01:55:00,18.53,,,,
394,10/18/2023 02:00:00,18.49,,,,
395,10/18/2023 02:05:00,18.53,,,,
396,10/18/2023 02:10:00,18.49,,,,
397,10/18/2023 02:15:00,18.44,,,,
398,10/18/2023 02:20:00,18.40,,,,
399,10/18/2023 02:25:00,18.36,,,,
400,10/18/2023 02:30:00,18.36,,,,
401,10/18/2023 02:35:00,18.32,,,,
402,10/18/2023 02:40:00,18.27,,,,
403,10/18/2023 02:45:00,18.19,,,,
404,10/18/2023 02:50:00,18.14,,,,
405,10/18/2023 02:55:00,18.10,,,,
406,10/18/2023 03:00:00,18.14,,,,
407,10/18/2023 03:05:00,18.10,,,,
408,10/18/2023 03:10:00,18.06,,,,
409,10/18/2023 03:15:00,18.06,,,,
410,10/18/2023 03:20:00,18.06,,,,
411,10/18/2023 03:25:00,18.06,,,,
412,10/18/2023 03:30:00,18.02,,,,
413,10/18/2023 03:35:00,18.06,,,,
414,10/18/2023 03:40:00,17.97,,,,
415,10/18/2023 03:45:00,17.97,,,,
416,10/18/2023 03:50:00,18.02,,,,
417,10/18/2023 03:55:00,18.02,,,,
418,10/18/2023 04:00:00,17.93,,,,
419,10/18/2023 04:05:00,17.97,,,,
420,10/18/2023 04:10:00,17.97,,,,
421,10/18/2023 04:15:00,17.97,,,,
422,10/18/2023 04:20:00,17.97,,,,
423,10/18/2023 04:25:00,17.93,,,,
424,10/18/2023 04:30:00,17.93,,,,
425,10/18/2023 04:35:00,17.97,,,,
426,10/18/2023 04:40:00,17.89,,,,
427,10/18/2023 04:45:00,17.97,,,,
428,10/18/2023 04:50:00,17.93,,,,
429,10/18/2023 04:55:00,17.93,,,,
430,10/18/2023 05:00:00,17.97,,,,
431,10/18/2023 05:05:00,17.93,,,,
432,10/18/2023 05:10:00,17.93,,,,
433,10/18/2023 05:15:00,17.93,,,,
434,10/18/2023 05:20:00,17.97,,,,
435,10/18/2023 05:25:00,17.93,,,,
436,10/18/2023 05:30:00,17.97,,,,
437,10/18/2023 05:35:00,17.93,,,,
438,10/18/2023 05:40:00,17.93,,,,
439,10/18/2023 05:45:00,18.02,,,,
440,10/18/2023 05:50:00,17.97,,,,
441,10/18/2023 05:55:00,17.97,,,,
442,10/18/2023 06:00:00,17.93,,,,
443,10/18/2023 06:05:00,17.93,,,,
444,10/18/2023 06:10:00,17.97,,,,
445,10/18/2023 06:15:00,18.02,,,,
446,10/18/2023 06:20:00,18.02,,,,
447,10/18/2023 06:25:00,18.02,,,,
448,10/18/2023 06:30:00,18.06,,,,
449,10/18/2023 06:35:00,18.06,,,,
450,10/18/2023 06:40:00,18.06,,,,
451,10/18/2023 06:45:00,18.02,,,,
452,10/18/2023 06:50:00,18.06,,,,
453,10/18/2023 06:55:00,18.02,,,,
454,10/18/2023 07:00:00,18.10,,,,
455,10/18/2023 07:05:00,18.06,,,,
456,10/18/2023 07:10:00,18.06,,,,
457,10/18/2023 07:15:00,18.10,,,,
458,10/18/2023 07:20:00,18.10,,,,
459,10/18/2023 07:25:00,18.14,,,,
460,10/18/2023 07:30:00,18.14,,,,
461,10/18/2023 07:35:00,18.19,,,,
462,10/18/2023 07:40:00,18.19,,,,
463,10/18/2023 07:45:00,18.23,,,,
464,10/18/2023 07:50:00,18.23,,,,
465,10/18/2023 07:55:00,18.27,,,,
466,10/18/2023 08:00:00,18.27,,,,
467,10/18/2023 08:05:00,18.27,,,,
468,10/18/2023 08:10:00,18.36,,,,
469,10/18/2023 08:15:00,18.40,,,,
470,10/18/2023 08:20:00,18.49,,,,
471,10/18/2023 08:25:00,18.44,,,,
472,10/18/2023 08:30:00,18.57,,,,
473,10/18/2023 08:35:00,18.53,,,,
474,10/18/2023 08:40:00,18.53,,,,
475,10/18/2023 08:45:00,18.62,,,,
476,10/18/2023 08:50:00,18.66,,,,
477,10/18/2023 08:55:00,18.74,,,,
478,10/18/2023 09:00:00,18.79,,,,
479,10/18/2023 09:05:00,18.74,,,,
480,10/18/2023 09:10:00,18.79,,,,
481,10/18/2023 09:15:00,18.83,,,,
482,10/18/2023 09:20:00,18.83,,,,
483,10/18/2023 09:25:00,18.83,,,,
484,10/18/2023 09:30:00,18.92,,,,
485,10/18/2023 09:35:00,18.92,,,,
486,10/18/2023 09:40:00,18.96,,,,
487,10/18/2023 09:45:00,19.09,,,,
488,10/18/2023 09:50:00,19.00,,,,
489,10/18/2023 09:55:00,19.05,,,,
490,10/18/2023 10:00:00,19.00,,,,
491,10/18/2023 10:05:00,19.00,,,,
492,10/18/2023 10:10:00,18.96,,,,
493,10/18/2023 10:15:00,18.92,,,,
494,10/18/2023 10:20:00,18.92,,,,
495,10/18/2023 10:25:00,18.96,,,,
496,10/18/2023 10:30:00,19.00,,,,
497,10/18/2023 10:35:00,19.00,,,,
498,10/18/2023 10:40:00,18.96,,,,
499,10/18/2023 10:45:00,18.83,,,,
500,10/18/2023 10:50:00,18.79,,,,
501,10/18/2023 10:55:00,18.87,,,,
502,10/18/2023 11:00:00,18.96,,,,
503,10/18/2023 11:05:00,18.96,,,,
504,10/18/2023 11:10:00,19.05,,,,
505,10/18/2023 11:15:00,18.83,,,,
506,10/18/2023 11:20:00,19.00,,,,
507,10/18/2023 11:25:00,19.05,,,,
508,10/18/2023 11:30:00,19.09,,,,
509,10/18/2023 11:35:00,19.05,,,,
510,10/18/2023 11:40:00,19.05,,,,
511,10/18/2023 11:45:00,19.00,,,,
512,10/18/2023 11:50:00,19.05,,,,
513,10/18/2023 11:55:00,19.05,,,,
514,10/18/2023 12:00:00,19.05,,,,
515,10/18/2023 12:05:00,19.05,,,,
516,10/18/2023 12:10:00,19.00,,,,
517,10/18/2023 12:15:00,18.92,,,,
518,10/18/2023 12:20:00,19.09,,,,
519,10/18/2023 12:25:00,19.05,,,,
520,10/18/2023 12:30:00,19.05,,,,
521,10/18/2023 12:35:00,19.13,,,,
522,10/18/2023 12:40:00,19.13,,,,
523,10/18/2023 12:45:00,19.05,,,,
524,10/18/2023 12:50:00,19.13,,,,
525,10/18/2023 12:55:00,19.13,,,,
526,10/18/2023 13:00:00,18.96,,,,
527,10/18/2023 13:05:00,19.09,,,,
528,10/18/2023 13:10:00,19.13,,,,
529,10/18/2023 13:15:00,19.22,,,,
530,10/18/2023 13:20:00,19.22,,,,
531,10/18/2023 13:25:00,19.26,,,,
532,10/18/2023 13:30:00,19.22,,,,
533,10/18/2023 13:35:00,19.30,,,,
534,10/18/2023 13:40:00,19.35,,,,
535,10/18/2023 13:45:00,19.35,,,,
536,10/18/2023 13:50:00,19.39,,,,
537,10/18/2023 13:55:00,19.39,,,,
538,10/18/2023 14:00:00,19.43,,,,
539,10/18/2023 14:05:00,19.56,,,,
540,10/18/2023 14:10:00,19.52,,,,
541,10/18/2023 14:15:00,19.69,,,,
542,10/18/2023 14:20:00,19.77,,,,
543,10/18/2023 14:25:00,19.86,,,,
544,10/18/2023 14:30:00,19.86,,,,
545,10/18/2023 14:35:00,19.99,,,,
546,10/18/2023 14:40:00,19.99,,,,
547,10/18/2023 14:45:00,20.07,,,,
548,10/18/2023 14:50:00,20.25,,,,
549,10/18/2023 14:55:00,20.33,,,,
550,10/18/2023 15:00:00,20.50,,,,
551,10/18/2023 15:05:00,20.46,,,,
552,10/18/2023 15:10:00,20.63,,,,
553,10/18/2023 15:15:00,20.85,,,,
554,10/18/2023 15:20:00,20.80,,,,
555,10/18/2023 15:25:00,20.85,,,,
556,10/18/2023 15:30:00,20.85,,,,
557,10/18/2023 15:35:00,21.15,,,,
558,10/18/2023 15:40:00,21.23,,,,
559,10/18/2023 15:45:00,21.06,,,,
560,10/18/2023 15:50:00,21.58,,,,
561,10/18/2023 15:55:00,21.53,,,,
562,10/18/2023 16:00:00,21.58,,,,
563,10/18/2023 16:05:00,21.75,,,,
564,10/18/2023 16:10:00,21.92,,,,
565,10/18/2023 16:15:00,21.49,,,,
566,10/18/2023 16:20:00,21.83,,,,
567,10/18/2023 16:25:00,21.92,,,,
568,10/18/2023 16:30:00,22.13,,,,
569,10/18/2023 16:35:00,22.01,,,,
570,10/18/2023 16:40:00,21.88,,,,
571,10/18/2023 16:45:00,21.88,,,,
572,10/18/2023 16:50:00,21.70,,,,
573,10/18/2023 16:55:00,21.62,,,,
574,10/18/2023 17:00:00,21.58,,,,
575,10/18/2023 17:05:00,21.40,,,,
576,10/18/2023 17:10:00,21.32,,,,
577,10/18/2023 17:15:00,21.28,,,,
578,10/18/2023 17:20:00,21.19,,,,
579,10/18/2023 17:25:00,20.98,,,,
580,10/18/2023 17:30:00,20.76,,,,
581,10/18/2023 17:35:00,20.59,,,,
582,10/18/2023 17:40:00,20.42,,,,
583,10/18/2023 17:45:00,20.16,,,,
584,10/18/2023 17:50:00,19.39,,,,
585,10/18/2023 17:55:00,19.17,,,,
586,10/18/2023 18:00:00,19.17,,,,
587,10/18/2023 18:05:00,19.13,,,,
588,10/18/2023 18:10:00,18.87,,,,
589,10/18/2023 18:15:00,19.00,,,,
590,10/18/2023 18:20:00,18.79,,,,
591,10/18/2023 18:25:00,18.83,,,,
592,10/18/2023 18:30:00,18.66,,,,
593,10/18/2023 18:35:00,18.87,,,,
594,10/18/2023 18:40:00,18.53,,,,
595,10/18/2023 18:45:00,18.57,,,,
596,10/18/2023 18:50:00,18.40,,,,
597,10/18/2023 18:55:00,18.74,,,,
598,10/18/2023 19:00:00,18.44,,,,
599,10/18/2023 19:05:00,18.44,,,,
600,10/18/2023 19:10:00,18.49,,,,
601,10/18/2023 19:15:00,18.57,,,,
602,10/18/2023 19:20:00,18.62,,,,
603,10/18/2023 19:25:00,18.62,,,,
604,10/18/2023 19:30:00,18.83,,,,
